Date,Time,Seconds_of_Day,X_ECEF(m),Y_ECEF(m),Z_ECEF(m)
2026/02/07,05:22:00.000,19320.0,1337935.553,6070317.2002,1427877.5028
2026/02/07,05:22:30.000,19350.0,1337935.5531,6070317.2003,1427877.5028
2026/02/07,05:23:00.000,19380.0,1337935.5531,6070317.2003,1427877.5029
2026/02/07,05:23:30.000,19410.0,1337935.553,6070317.2002,1427877.5028
2026/02/07,05:24:00.000,19440.0,1337935.553,6070317.2001,1427877.5028
2026/02/07,05:24:30.000,19470.0,1337935.5527,6070317.1989,1427877.5025
2026/02/07,05:25:00.000,19500.0,1337935.553,6070317.1988,1427877.5025
2026/02/07,05:25:30.000,19530.0,1337935.5518,6070317.198,1427877.5021
2026/02/07,05:26:00.000,19560.0,1337935.5512,6070317.1977,1427877.502
2026/02/07,05:26:30.000,19590.0,1337935.551,6070317.1976,1427877.5019
2026/02/07,05:27:00.000,19620.0,1337935.5509,6070317.1976,1427877.5019
2026/02/07,05:27:30.000,19650.0,1337935.5509,6070317.1976,1427877.5019
2026/02/07,05:28:00.000,19680.0,1337935.5509,6070317.1976,1427877.5019
2026/02/07,05:28:30.000,19710.0,1337935.5509,6070317.1977,1427877.502
2026/02/07,05:29:00.000,19740.0,1337935.551,6070317.1979,1427877.502
2026/02/07,05:29:30.000,19770.0,1337935.5509,6070317.1977,1427877.502
2026/02/07,05:30:00.000,19800.0,1337935.551,6070317.1975,1427877.5021
2026/02/07,05:30:30.000,19830.0,1337935.5514,6070317.1976,1427877.5022
2026/02/07,05:31:00.000,19860.0,1337935.5512,6070317.1975,1427877.5022
2026/02/07,05:31:30.000,19890.0,1337935.5512,6070317.1974,1427877.5022
2026/02/07,05:32:00.000,19920.0,1337935.5511,6070317.1973,1427877.5022
2026/02/07,05:32:30.000,19950.0,1337935.5511,6070317.1973,1427877.5022
2026/02/07,05:33:00.000,19980.0,1337935.551,6070317.1972,1427877.5021
2026/02/07,05:33:30.000,20010.0,1337935.5511,6070317.197,1427877.5021
2026/02/07,05:34:00.000,20040.0,1337935.5512,6070317.1968,1427877.5021
2026/02/07,05:34:30.000,20070.0,1337935.5518,6070317.1969,1427877.5021
2026/02/07,05:35:00.000,20100.0,1337935.5523,6070317.197,1427877.5021
2026/02/07,05:35:30.000,20130.0,1337935.5524,6070317.197,1427877.502
2026/02/07,05:36:00.000,20160.0,1337935.5524,6070317.197,1427877.5019
2026/02/07,05:36:30.000,20190.0,1337935.5523,6070317.197,1427877.5019
2026/02/07,05:37:00.000,20220.0,1337935.5523,6070317.1969,1427877.5019
2026/02/07,05:37:30.000,20250.0,1337935.5523,6070317.1968,1427877.5019
2026/02/07,05:38:00.000,20280.0,1337935.5523,6070317.1967,1427877.5019
2026/02/07,05:38:30.000,20310.0,1337935.5521,6070317.1965,1427877.5019
2026/02/07,05:39:00.000,20340.0,1337935.5518,6070317.1963,1427877.5019
2026/02/07,05:39:30.000,20370.0,1337935.5512,6070317.1964,1427877.5019
2026/02/07,05:40:00.000,20400.0,1337935.5514,6070317.1963,1427877.5021
2026/02/07,05:40:30.000,20430.0,1337935.5513,6070317.1961,1427877.5021
2026/02/07,05:41:00.000,20460.0,1337935.5512,6070317.1958,1427877.5021
2026/02/07,05:41:30.000,20490.0,1337935.5511,6070317.1957,1427877.502
2026/02/07,05:42:00.000,20520.0,1337935.551,6070317.1956,1427877.502
2026/02/07,05:42:30.000,20550.0,1337935.551,6070317.1955,1427877.502
2026/02/07,05:43:00.000,20580.0,1337935.5509,6070317.1954,1427877.502
2026/02/07,05:43:30.000,20610.0,1337935.5508,6070317.1953,1427877.5019
2026/02/07,05:44:00.000,20640.0,1337935.5506,6070317.1948,1427877.5019
2026/02/07,05:44:30.000,20670.0,1337935.55,6070317.1939,1427877.5018
2026/02/07,05:45:00.000,20700.0,1337935.5503,6070317.1938,1427877.502
2026/02/07,05:45:30.000,20730.0,1337935.5503,6070317.1941,1427877.5021
2026/02/07,05:46:00.000,20760.0,1337935.5502,6070317.194,1427877.502
2026/02/07,05:46:30.000,20790.0,1337935.55,6070317.1938,1427877.502
2026/02/07,05:47:00.000,20820.0,1337935.5498,6070317.1936,1427877.5019
2026/02/07,05:47:30.000,20850.0,1337935.5496,6070317.1935,1427877.5019
2026/02/07,05:48:00.000,20880.0,1337935.5494,6070317.1934,1427877.5018
2026/02/07,05:48:30.000,20910.0,1337935.549,6070317.1932,1427877.5018
2026/02/07,05:49:00.000,20940.0,1337935.5487,6070317.1931,1427877.5018
2026/02/07,05:49:30.000,20970.0,1337935.5486,6070317.1926,1427877.5018
2026/02/07,05:50:00.000,21000.0,1337935.5484,6070317.1914,1427877.5016
2026/02/07,05:50:30.000,21030.0,1337935.5484,6070317.1909,1427877.5013
2026/02/07,05:51:00.000,21060.0,1337935.5482,6070317.1905,1427877.5012
2026/02/07,05:51:30.000,21090.0,1337935.5481,6070317.1903,1427877.5011
2026/02/07,05:52:00.000,21120.0,1337935.548,6070317.1902,1427877.5011
2026/02/07,05:52:30.000,21150.0,1337935.5479,6070317.1901,1427877.5011
2026/02/07,05:53:00.000,21180.0,1337935.548,6070317.1901,1427877.5011
2026/02/07,05:53:30.000,21210.0,1337935.5481,6070317.19,1427877.501
2026/02/07,05:54:00.000,21240.0,1337935.5483,6070317.19,1427877.501
2026/02/07,05:54:30.000,21270.0,1337935.5481,6070317.1895,1427877.5007
2026/02/07,05:55:00.000,21300.0,1337935.5481,6070317.189,1427877.5006
2026/02/07,05:55:30.000,21330.0,1337935.5468,6070317.1878,1427877.5004
2026/02/07,05:56:00.000,21360.0,1337935.5462,6070317.1874,1427877.5003
2026/02/07,05:56:30.000,21390.0,1337935.5458,6070317.1871,1427877.5002
2026/02/07,05:57:00.000,21420.0,1337935.5456,6070317.1869,1427877.5001
2026/02/07,05:57:30.000,21450.0,1337935.5455,6070317.1867,1427877.5001
2026/02/07,05:58:00.000,21480.0,1337935.5453,6070317.1865,1427877.5
2026/02/07,05:58:30.000,21510.0,1337935.545,6070317.1863,1427877.4999
2026/02/07,05:59:00.000,21540.0,1337935.5446,6070317.1858,1427877.4997
2026/02/07,05:59:30.000,21570.0,1337935.5443,6070317.1857,1427877.4996
2026/02/07,06:00:00.000,21600.0,1337935.5452,6070317.1873,1427877.5002
2026/02/07,06:00:30.000,21630.0,1337935.5463,6070317.1882,1427877.5005
2026/02/07,06:01:00.000,21660.0,1337935.5467,6070317.1885,1427877.5007
2026/02/07,06:01:30.000,21690.0,1337935.5467,6070317.1887,1427877.5008
2026/02/07,06:02:00.000,21720.0,1337935.5468,6070317.1888,1427877.5009
2026/02/07,06:02:30.000,21750.0,1337935.5467,6070317.1888,1427877.5009
2026/02/07,06:03:00.000,21780.0,1337935.5468,6070317.1889,1427877.501
2026/02/07,06:03:30.000,21810.0,1337935.5467,6070317.1892,1427877.5011
2026/02/07,06:04:00.000,21840.0,1337935.5467,6070317.1895,1427877.5012
2026/02/07,06:04:30.000,21870.0,1337935.547,6070317.19,1427877.5015
2026/02/07,06:05:00.000,21900.0,1337935.5468,6070317.1906,1427877.5018
2026/02/07,06:05:30.000,21930.0,1337935.5469,6070317.1907,1427877.5018
2026/02/07,06:06:00.000,21960.0,1337935.5469,6070317.1908,1427877.5018
2026/02/07,06:06:30.000,21990.0,1337935.5468,6070317.1908,1427877.5018
2026/02/07,06:07:00.000,22020.0,1337935.5467,6070317.1908,1427877.5018
2026/02/07,06:07:30.000,22050.0,1337935.5466,6070317.1908,1427877.5018
2026/02/07,06:08:00.000,22080.0,1337935.5465,6070317.1908,1427877.5018
2026/02/07,06:08:30.000,22110.0,1337935.5465,6070317.1908,1427877.5018
2026/02/07,06:09:00.000,22140.0,1337935.5465,6070317.1908,1427877.5018
2026/02/07,06:09:30.000,22170.0,1337935.5459,6070317.1903,1427877.5017
2026/02/07,06:10:00.000,22200.0,1337935.5451,6070317.1904,1427877.5018
2026/02/07,06:10:30.000,22230.0,1337935.5458,6070317.1912,1427877.502
2026/02/07,06:11:00.000,22260.0,1337935.5458,6070317.1913,1427877.502
2026/02/07,06:11:30.000,22290.0,1337935.5459,6070317.1914,1427877.502
2026/02/07,06:12:00.000,22320.0,1337935.546,6070317.1914,1427877.502
2026/02/07,06:12:30.000,22350.0,1337935.546,6070317.1915,1427877.502
2026/02/07,06:13:00.000,22380.0,1337935.5462,6070317.1915,1427877.502
2026/02/07,06:13:30.000,22410.0,1337935.5464,6070317.1917,1427877.5021
2026/02/07,06:14:00.000,22440.0,1337935.5464,6070317.1917,1427877.5021
2026/02/07,06:14:30.000,22470.0,1337935.546,6070317.1916,1427877.5021
2026/02/07,06:15:00.000,22500.0,1337935.5447,6070317.1925,1427877.5025
2026/02/07,06:15:30.000,22530.0,1337935.5448,6070317.1934,1427877.5029
2026/02/07,06:16:00.000,22560.0,1337935.545,6070317.1938,1427877.503
2026/02/07,06:16:30.000,22590.0,1337935.545,6070317.1939,1427877.503
2026/02/07,06:17:00.000,22620.0,1337935.545,6070317.1939,1427877.503
2026/02/07,06:17:30.000,22650.0,1337935.545,6070317.1939,1427877.503
2026/02/07,06:18:00.000,22680.0,1337935.5451,6070317.194,1427877.503
2026/02/07,06:18:30.000,22710.0,1337935.5452,6070317.1942,1427877.5031
2026/02/07,06:19:00.000,22740.0,1337935.5452,6070317.1943,1427877.5031
2026/02/07,06:19:30.000,22770.0,1337935.5446,6070317.1942,1427877.503
2026/02/07,06:20:00.000,22800.0,1337935.5451,6070317.1948,1427877.5033
2026/02/07,06:20:30.000,22830.0,1337935.5451,6070317.1949,1427877.5034
2026/02/07,06:21:00.000,22860.0,1337935.5451,6070317.1948,1427877.5034
2026/02/07,06:21:30.000,22890.0,1337935.545,6070317.1948,1427877.5034
2026/02/07,06:22:00.000,22920.0,1337935.545,6070317.1948,1427877.5034
2026/02/07,06:22:30.000,22950.0,1337935.545,6070317.1948,1427877.5034
2026/02/07,06:23:00.000,22980.0,1337935.5451,6070317.1949,1427877.5034
2026/02/07,06:23:30.000,23010.0,1337935.5453,6070317.1949,1427877.5034
2026/02/07,06:24:00.000,23040.0,1337935.5453,6070317.1948,1427877.5034
2026/02/07,06:24:30.000,23070.0,1337935.5453,6070317.1946,1427877.5033
2026/02/07,06:25:00.000,23100.0,1337935.5453,6070317.1952,1427877.5036
2026/02/07,06:25:30.000,23130.0,1337935.5458,6070317.1953,1427877.5035
2026/02/07,06:26:00.000,23160.0,1337935.5459,6070317.1951,1427877.5034
2026/02/07,06:26:30.000,23190.0,1337935.5459,6070317.195,1427877.5033
2026/02/07,06:27:00.000,23220.0,1337935.5459,6070317.195,1427877.5033
2026/02/07,06:27:30.000,23250.0,1337935.5459,6070317.195,1427877.5033
2026/02/07,06:28:00.000,23280.0,1337935.5459,6070317.1951,1427877.5033
2026/02/07,06:28:30.000,23310.0,1337935.5458,6070317.1951,1427877.5034
2026/02/07,06:29:00.000,23340.0,1337935.5459,6070317.1954,1427877.5035
2026/02/07,06:29:30.000,23370.0,1337935.546,6070317.1958,1427877.5037
2026/02/07,06:30:00.000,23400.0,1337935.5467,6070317.1966,1427877.5042
2026/02/07,06:30:30.000,23430.0,1337935.5474,6070317.1967,1427877.5043
2026/02/07,06:31:00.000,23460.0,1337935.5474,6070317.1966,1427877.5043
2026/02/07,06:31:30.000,23490.0,1337935.5475,6070317.1967,1427877.5043
2026/02/07,06:32:00.000,23520.0,1337935.5475,6070317.1968,1427877.5043
2026/02/07,06:32:30.000,23550.0,1337935.5475,6070317.1969,1427877.5044
2026/02/07,06:33:00.000,23580.0,1337935.5475,6070317.1969,1427877.5044
2026/02/07,06:33:30.000,23610.0,1337935.5475,6070317.1969,1427877.5044
2026/02/07,06:34:00.000,23640.0,1337935.5472,6070317.197,1427877.5044
2026/02/07,06:34:30.000,23670.0,1337935.5463,6070317.1974,1427877.5047
2026/02/07,06:35:00.000,23700.0,1337935.5453,6070317.1977,1427877.505
2026/02/07,06:35:30.000,23730.0,1337935.5451,6070317.1974,1427877.5047
2026/02/07,06:36:00.000,23760.0,1337935.5449,6070317.1972,1427877.5046
2026/02/07,06:36:30.000,23790.0,1337935.5448,6070317.1971,1427877.5045
2026/02/07,06:37:00.000,23820.0,1337935.5448,6070317.1969,1427877.5044
2026/02/07,06:37:30.000,23850.0,1337935.5448,6070317.1969,1427877.5044
2026/02/07,06:38:00.000,23880.0,1337935.5447,6070317.1968,1427877.5043
2026/02/07,06:38:30.000,23910.0,1337935.5446,6070317.1967,1427877.5043
2026/02/07,06:39:00.000,23940.0,1337935.5445,6070317.1967,1427877.5043
2026/02/07,06:39:30.000,23970.0,1337935.5443,6070317.1971,1427877.5044
2026/02/07,06:40:00.000,24000.0,1337935.544,6070317.1972,1427877.5046
2026/02/07,06:40:30.000,24030.0,1337935.5436,6070317.1971,1427877.5046
2026/02/07,06:41:00.000,24060.0,1337935.5434,6070317.1971,1427877.5046
2026/02/07,06:41:30.000,24090.0,1337935.5434,6070317.1971,1427877.5047
2026/02/07,06:42:00.000,24120.0,1337935.5434,6070317.1971,1427877.5047
2026/02/07,06:42:30.000,24150.0,1337935.5433,6070317.1971,1427877.5046
2026/02/07,06:43:00.000,24180.0,1337935.5433,6070317.1971,1427877.5046
2026/02/07,06:43:30.000,24210.0,1337935.5432,6070317.197,1427877.5046
2026/02/07,06:44:00.000,24240.0,1337935.5433,6070317.1971,1427877.5047
2026/02/07,06:44:30.000,24270.0,1337935.5438,6070317.1972,1427877.5048
2026/02/07,06:45:00.000,24300.0,1337935.5447,6070317.1973,1427877.5051
2026/02/07,06:45:30.000,24330.0,1337935.5449,6070317.1973,1427877.5052
2026/02/07,06:46:00.000,24360.0,1337935.5449,6070317.1974,1427877.5053
2026/02/07,06:46:30.000,24390.0,1337935.5449,6070317.1975,1427877.5053
2026/02/07,06:47:00.000,24420.0,1337935.5449,6070317.1975,1427877.5053
2026/02/07,06:47:30.000,24450.0,1337935.5449,6070317.1975,1427877.5053
2026/02/07,06:48:00.000,24480.0,1337935.5448,6070317.1975,1427877.5053
2026/02/07,06:48:30.000,24510.0,1337935.5448,6070317.1976,1427877.5054
2026/02/07,06:49:00.000,24540.0,1337935.5447,6070317.1977,1427877.5054
2026/02/07,06:49:30.000,24570.0,1337935.5449,6070317.1978,1427877.5055
2026/02/07,06:50:00.000,24600.0,1337935.5457,6070317.1979,1427877.5058
2026/02/07,06:50:30.000,24630.0,1337935.5458,6070317.198,1427877.5059
2026/02/07,06:51:00.000,24660.0,1337935.5458,6070317.1979,1427877.5059
2026/02/07,06:51:30.000,24690.0,1337935.5458,6070317.1979,1427877.5059
2026/02/07,06:52:00.000,24720.0,1337935.5458,6070317.1979,1427877.5059
2026/02/07,06:52:30.000,24750.0,1337935.5457,6070317.1979,1427877.5059
2026/02/07,06:53:00.000,24780.0,1337935.5457,6070317.1979,1427877.5058
2026/02/07,06:53:30.000,24810.0,1337935.5457,6070317.1978,1427877.5058
2026/02/07,06:54:00.000,24840.0,1337935.5457,6070317.1979,1427877.5059
2026/02/07,06:54:30.000,24870.0,1337935.5456,6070317.1981,1427877.5062
2026/02/07,06:55:00.000,24900.0,1337935.5461,6070317.1981,1427877.5063
2026/02/07,06:55:30.000,24930.0,1337935.5456,6070317.1979,1427877.5063
2026/02/07,06:56:00.000,24960.0,1337935.5457,6070317.1977,1427877.5062
2026/02/07,06:56:30.000,24990.0,1337935.5457,6070317.1975,1427877.5062
2026/02/07,06:57:00.000,25020.0,1337935.5457,6070317.1975,1427877.5062
2026/02/07,06:57:30.000,25050.0,1337935.5457,6070317.1974,1427877.5061
2026/02/07,06:58:00.000,25080.0,1337935.5457,6070317.1974,1427877.5061
2026/02/07,06:58:30.000,25110.0,1337935.5458,6070317.1973,1427877.506
2026/02/07,06:59:00.000,25140.0,1337935.5461,6070317.197,1427877.5059
2026/02/07,06:59:30.000,25170.0,1337935.5465,6070317.1964,1427877.5058
2026/02/07,07:00:00.000,25200.0,1337935.5477,6070317.1964,1427877.5059
2026/02/07,07:00:30.000,25230.0,1337935.548,6070317.197,1427877.506
2026/02/07,07:01:00.000,25260.0,1337935.5477,6070317.197,1427877.506
2026/02/07,07:01:30.000,25290.0,1337935.5477,6070317.1969,1427877.5059
2026/02/07,07:02:00.000,25320.0,1337935.5476,6070317.1968,1427877.5059
2026/02/07,07:02:30.000,25350.0,1337935.5476,6070317.1968,1427877.5058
2026/02/07,07:03:00.000,25380.0,1337935.5476,6070317.1968,1427877.5058
2026/02/07,07:03:30.000,25410.0,1337935.5475,6070317.1967,1427877.5058
2026/02/07,07:04:00.000,25440.0,1337935.5475,6070317.1966,1427877.5058
2026/02/07,07:04:30.000,25470.0,1337935.5478,6070317.1969,1427877.5061
2026/02/07,07:05:00.000,25500.0,1337935.548,6070317.1967,1427877.5062
2026/02/07,07:05:30.000,25530.0,1337935.5484,6070317.1968,1427877.5061
2026/02/07,07:06:00.000,25560.0,1337935.5485,6070317.1967,1427877.5061
2026/02/07,07:06:30.000,25590.0,1337935.5485,6070317.1967,1427877.506
2026/02/07,07:07:00.000,25620.0,1337935.5484,6070317.1967,1427877.506
2026/02/07,07:07:30.000,25650.0,1337935.5484,6070317.1967,1427877.506
2026/02/07,07:08:00.000,25680.0,1337935.5482,6070317.1967,1427877.5061
2026/02/07,07:08:30.000,25710.0,1337935.5481,6070317.1967,1427877.5061
2026/02/07,07:09:00.000,25740.0,1337935.5479,6070317.1967,1427877.5061
2026/02/07,07:09:30.000,25770.0,1337935.5472,6070317.1969,1427877.5063
2026/02/07,07:10:00.000,25800.0,1337935.5473,6070317.1969,1427877.5064
2026/02/07,07:10:30.000,25830.0,1337935.5475,6070317.1968,1427877.5062
2026/02/07,07:11:00.000,25860.0,1337935.5472,6070317.1968,1427877.5062
2026/02/07,07:11:30.000,25890.0,1337935.5471,6070317.1967,1427877.5062
2026/02/07,07:12:00.000,25920.0,1337935.547,6070317.1967,1427877.5062
2026/02/07,07:12:30.000,25950.0,1337935.5468,6070317.1967,1427877.5062
2026/02/07,07:13:00.000,25980.0,1337935.5466,6070317.1968,1427877.5063
2026/02/07,07:13:30.000,26010.0,1337935.5462,6070317.1969,1427877.5064
2026/02/07,07:14:00.000,26040.0,1337935.5457,6070317.1969,1427877.5066
2026/02/07,07:14:30.000,26070.0,1337935.5451,6070317.1966,1427877.5067
2026/02/07,07:15:00.000,26100.0,1337935.545,6070317.1969,1427877.507
2026/02/07,07:15:30.000,26130.0,1337935.5445,6070317.1969,1427877.507
2026/02/07,07:16:00.000,26160.0,1337935.544,6070317.1967,1427877.507
2026/02/07,07:16:30.000,26190.0,1337935.5436,6070317.1966,1427877.507
2026/02/07,07:17:00.000,26220.0,1337935.5434,6070317.1966,1427877.507
2026/02/07,07:17:30.000,26250.0,1337935.5433,6070317.1965,1427877.507
2026/02/07,07:18:00.000,26280.0,1337935.5433,6070317.1964,1427877.507
2026/02/07,07:18:30.000,26310.0,1337935.5432,6070317.1964,1427877.5069
2026/02/07,07:19:00.000,26340.0,1337935.5433,6070317.1964,1427877.5069
2026/02/07,07:19:30.000,26370.0,1337935.5433,6070317.1966,1427877.5069
2026/02/07,07:20:00.000,26400.0,1337935.5428,6070317.1965,1427877.507
2026/02/07,07:20:30.000,26430.0,1337935.5418,6070317.1966,1427877.5072
2026/02/07,07:21:00.000,26460.0,1337935.5415,6070317.1967,1427877.5073
2026/02/07,07:21:30.000,26490.0,1337935.5415,6070317.1968,1427877.5073
2026/02/07,07:22:00.000,26520.0,1337935.5415,6070317.1968,1427877.5073
2026/02/07,07:22:30.000,26550.0,1337935.5415,6070317.1968,1427877.5072
2026/02/07,07:23:00.000,26580.0,1337935.5415,6070317.1968,1427877.5072
2026/02/07,07:23:30.000,26610.0,1337935.5415,6070317.1968,1427877.5072
2026/02/07,07:24:00.000,26640.0,1337935.5415,6070317.1969,1427877.5072
2026/02/07,07:24:30.000,26670.0,1337935.5417,6070317.1974,1427877.5074
2026/02/07,07:25:00.000,26700.0,1337935.5414,6070317.1978,1427877.5077
2026/02/07,07:25:30.000,26730.0,1337935.5411,6070317.1978,1427877.5077
2026/02/07,07:26:00.000,26760.0,1337935.541,6070317.1979,1427877.5077
2026/02/07,07:26:30.000,26790.0,1337935.541,6070317.198,1427877.5077
2026/02/07,07:27:00.000,26820.0,1337935.541,6070317.1981,1427877.5077
2026/02/07,07:27:30.000,26850.0,1337935.541,6070317.1981,1427877.5077
2026/02/07,07:28:00.000,26880.0,1337935.5409,6070317.1982,1427877.5077
2026/02/07,07:28:30.000,26910.0,1337935.5408,6070317.1982,1427877.5077
2026/02/07,07:29:00.000,26940.0,1337935.5409,6070317.1983,1427877.5077
2026/02/07,07:29:30.000,26970.0,1337935.5413,6070317.1987,1427877.5078
2026/02/07,07:30:00.000,27000.0,1337935.5421,6070317.1994,1427877.5081
2026/02/07,07:30:30.000,27030.0,1337935.5418,6070317.1996,1427877.5082
2026/02/07,07:31:00.000,27060.0,1337935.5416,6070317.1996,1427877.5083
2026/02/07,07:31:30.000,27090.0,1337935.5414,6070317.1996,1427877.5083
2026/02/07,07:32:00.000,27120.0,1337935.5414,6070317.1996,1427877.5083
2026/02/07,07:32:30.000,27150.0,1337935.5414,6070317.1996,1427877.5082
2026/02/07,07:33:00.000,27180.0,1337935.5414,6070317.1996,1427877.5082
2026/02/07,07:33:30.000,27210.0,1337935.5414,6070317.1996,1427877.5082
2026/02/07,07:34:00.000,27240.0,1337935.5415,6070317.1998,1427877.5083
2026/02/07,07:34:30.000,27270.0,1337935.5412,6070317.2,1427877.5083
2026/02/07,07:35:00.000,27300.0,1337935.5412,6070317.2,1427877.5084
2026/02/07,07:35:30.000,27330.0,1337935.542,6070317.2003,1427877.5085
2026/02/07,07:36:00.000,27360.0,1337935.5423,6070317.2004,1427877.5086
2026/02/07,07:36:30.000,27390.0,1337935.5424,6070317.2004,1427877.5086
2026/02/07,07:37:00.000,27420.0,1337935.5425,6070317.2004,1427877.5086
2026/02/07,07:37:30.000,27450.0,1337935.5425,6070317.2004,1427877.5086
2026/02/07,07:38:00.000,27480.0,1337935.5425,6070317.2004,1427877.5086
2026/02/07,07:38:30.000,27510.0,1337935.5425,6070317.2004,1427877.5087
2026/02/07,07:39:00.000,27540.0,1337935.5426,6070317.2005,1427877.5087
2026/02/07,07:39:30.000,27570.0,1337935.5431,6070317.2005,1427877.5088
2026/02/07,07:40:00.000,27600.0,1337935.5436,6070317.201,1427877.509
2026/02/07,07:40:30.000,27630.0,1337935.5437,6070317.2015,1427877.5091
2026/02/07,07:41:00.000,27660.0,1337935.5437,6070317.2016,1427877.5091
2026/02/07,07:41:30.000,27690.0,1337935.5437,6070317.2017,1427877.5091
2026/02/07,07:42:00.000,27720.0,1337935.5438,6070317.2018,1427877.5091
2026/02/07,07:42:30.000,27750.0,1337935.5438,6070317.2018,1427877.5091
2026/02/07,07:43:00.000,27780.0,1337935.5438,6070317.2018,1427877.5091
2026/02/07,07:43:30.000,27810.0,1337935.5439,6070317.2019,1427877.5091
2026/02/07,07:44:00.000,27840.0,1337935.5439,6070317.202,1427877.5092
2026/02/07,07:44:30.000,27870.0,1337935.5439,6070317.2023,1427877.5092
2026/02/07,07:45:00.000,27900.0,1337935.5444,6070317.203,1427877.5095
2026/02/07,07:45:30.000,27930.0,1337935.5443,6070317.203,1427877.5095
2026/02/07,07:46:00.000,27960.0,1337935.544,6070317.203,1427877.5096
2026/02/07,07:46:30.000,27990.0,1337935.5438,6070317.2029,1427877.5096
2026/02/07,07:47:00.000,28020.0,1337935.5436,6070317.2029,1427877.5096
2026/02/07,07:47:30.000,28050.0,1337935.5436,6070317.2029,1427877.5096
2026/02/07,07:48:00.000,28080.0,1337935.5435,6070317.2028,1427877.5096
2026/02/07,07:48:30.000,28110.0,1337935.5435,6070317.2028,1427877.5095
2026/02/07,07:49:00.000,28140.0,1337935.5434,6070317.2026,1427877.5095
2026/02/07,07:49:30.000,28170.0,1337935.5434,6070317.2029,1427877.5096
2026/02/07,07:50:00.000,28200.0,1337935.5439,6070317.2038,1427877.5099
2026/02/07,07:50:30.000,28230.0,1337935.5441,6070317.2039,1427877.51
2026/02/07,07:51:00.000,28260.0,1337935.5441,6070317.2038,1427877.51
2026/02/07,07:51:30.000,28290.0,1337935.544,6070317.2038,1427877.51
2026/02/07,07:52:00.000,28320.0,1337935.544,6070317.2038,1427877.5101
2026/02/07,07:52:30.000,28350.0,1337935.5439,6070317.2038,1427877.5101
2026/02/07,07:53:00.000,28380.0,1337935.5439,6070317.2037,1427877.5101
2026/02/07,07:53:30.000,28410.0,1337935.5438,6070317.2037,1427877.5101
2026/02/07,07:54:00.000,28440.0,1337935.5438,6070317.2037,1427877.5101
2026/02/07,07:54:30.000,28470.0,1337935.5438,6070317.2039,1427877.5102
2026/02/07,07:55:00.000,28500.0,1337935.5442,6070317.2044,1427877.5103
2026/02/07,07:55:30.000,28530.0,1337935.5441,6070317.2044,1427877.5104
2026/02/07,07:56:00.000,28560.0,1337935.5441,6070317.2044,1427877.5104
2026/02/07,07:56:30.000,28590.0,1337935.5441,6070317.2043,1427877.5104
2026/02/07,07:57:00.000,28620.0,1337935.544,6070317.2043,1427877.5104
2026/02/07,07:57:30.000,28650.0,1337935.544,6070317.2043,1427877.5104
2026/02/07,07:58:00.000,28680.0,1337935.544,6070317.2043,1427877.5105
2026/02/07,07:58:30.000,28710.0,1337935.5439,6070317.2043,1427877.5105
2026/02/07,07:59:00.000,28740.0,1337935.544,6070317.2044,1427877.5105
2026/02/07,07:59:30.000,28770.0,1337935.5444,6070317.2047,1427877.5106
2026/02/07,08:00:00.000,28800.0,1337935.5452,6070317.2056,1427877.5109
2026/02/07,08:00:30.000,28830.0,1337935.545,6070317.2057,1427877.5109
2026/02/07,08:01:00.000,28860.0,1337935.545,6070317.2058,1427877.5109
2026/02/07,08:01:30.000,28890.0,1337935.545,6070317.2058,1427877.5109
2026/02/07,08:02:00.000,28920.0,1337935.5449,6070317.2058,1427877.5109
2026/02/07,08:02:30.000,28950.0,1337935.5449,6070317.2058,1427877.5109
2026/02/07,08:03:00.000,28980.0,1337935.5449,6070317.2058,1427877.5109
2026/02/07,08:03:30.000,29010.0,1337935.5449,6070317.2057,1427877.5109
2026/02/07,08:04:00.000,29040.0,1337935.5449,6070317.2058,1427877.5109
2026/02/07,08:04:30.000,29070.0,1337935.5452,6070317.2063,1427877.5109
2026/02/07,08:05:00.000,29100.0,1337935.5458,6070317.2068,1427877.5112
2026/02/07,08:05:30.000,29130.0,1337935.5457,6070317.2066,1427877.5113
2026/02/07,08:06:00.000,29160.0,1337935.5457,6070317.2067,1427877.5113
2026/02/07,08:06:30.000,29190.0,1337935.5458,6070317.2067,1427877.5113
2026/02/07,08:07:00.000,29220.0,1337935.5459,6070317.2068,1427877.5113
2026/02/07,08:07:30.000,29250.0,1337935.5459,6070317.2068,1427877.5113
2026/02/07,08:08:00.000,29280.0,1337935.5459,6070317.2068,1427877.5113
2026/02/07,08:08:30.000,29310.0,1337935.5459,6070317.2068,1427877.5113
2026/02/07,08:09:00.000,29340.0,1337935.5459,6070317.2067,1427877.5114
2026/02/07,08:09:30.000,29370.0,1337935.546,6070317.2066,1427877.5114
2026/02/07,08:10:00.000,29400.0,1337935.5469,6070317.2071,1427877.5116
2026/02/07,08:10:30.000,29430.0,1337935.547,6070317.2071,1427877.5116
2026/02/07,08:11:00.000,29460.0,1337935.5471,6070317.2071,1427877.5117
2026/02/07,08:11:30.000,29490.0,1337935.5471,6070317.2071,1427877.5117
2026/02/07,08:12:00.000,29520.0,1337935.5471,6070317.2071,1427877.5117
2026/02/07,08:12:30.000,29550.0,1337935.5472,6070317.2071,1427877.5117
2026/02/07,08:13:00.000,29580.0,1337935.5471,6070317.2071,1427877.5117
